# x,y
-1.879374849296605587e+00,-1.576860651466572616e+00
-1.906231139334871205e+00,-1.576463661491437351e+00
-1.934016259529643511e+00,-1.576449198990415690e+00
-1.962807033725925354e+00,-1.576850448642720615e+00
-1.991621079749714029e+00,-1.576858974916778511e+00
-2.021488415522365134e+00,-1.577282285047713062e+00
-2.051297954056688244e+00,-1.577234620916979635e+00
-2.057735943874067885e+00,-1.559058762477249838e+00
-2.058059611472604633e+00,-1.536421918149516008e+00
-2.058098672655036765e+00,-1.513809917390754878e+00
-2.058586966442988775e+00,-1.491757898789118020e+00
-2.058072521392605658e+00,-1.469208951762977167e+00
-2.058028487387124184e+00,-1.447225547250943656e+00
-2.061631365009127137e+00,-1.427987268105874730e+00
-2.093126495114802310e+00,-1.427914275133852939e+00
-2.125818274693111576e+00,-1.428200768484322758e+00
-2.159800853483424543e+00,-1.428876387865675834e+00
-2.193184445444567032e+00,-1.428675100639868134e+00
-2.227844551716998023e+00,-1.428822391698005401e+00
-2.263878728308458044e+00,-1.429345847975890926e+00
-2.299054732180904281e+00,-1.428821782231675996e+00
-2.335566073445149549e+00,-1.428621712406542565e+00
-2.373512818055778961e+00,-1.428771106853458983e+00
-2.413003735440917730e+00,-1.429297226683745148e+00
-2.454159087960221530e+00,-1.430230394369971236e+00
-2.756122009899003800e+00,-1.580095771186528220e+00
-2.801964763410792703e+00,-1.580046534606581954e+00
-2.849698387746256945e+00,-1.580397829230189233e+00
-2.899468057308528746e+00,-1.581181392118474083e+00
-2.947255562789596883e+00,-1.580192005196936478e+00
-3.001344824817033352e+00,-1.581855304761944359e+00
-3.053316529384382250e+00,-1.581643920584210106e+00
-3.107501908802549284e+00,-1.581825472711993585e+00
-3.164068725529767701e+00,-1.582429909075708796e+00
-3.217748770608574560e+00,-1.580811281345084751e+00
-3.279337562825178409e+00,-1.582260061765136339e+00
-3.337818725177884804e+00,-1.581354889138390174e+00
-3.405228021146192940e+00,-1.583780461069518752e+00
-3.469294374766245692e+00,-1.583709767833419768e+00
-3.536305836668100611e+00,-1.584051766681382700e+00
-3.592000250037136411e+00,-1.578469681932265223e+00
-3.591731173544507882e+00,-1.548013843687860325e+00
-3.591291638736022751e+00,-1.517675643958569909e+00
-3.592095009921799420e+00,-1.488040097713915877e+00
-3.591331418119155572e+00,-1.457930907021492972e+00
-3.605930995005715012e+00,-1.434115725770171323e+00
-3.681164163215128848e+00,-1.433845223345920683e+00
-3.760174679931091557e+00,-1.433951122673196243e+00
-3.843277121447110201e+00,-1.434464562348865879e+00
-3.930819854285115156e+00,-1.435419565140619858e+00
-4.023192250345940302e+00,-1.436854351767765881e+00
-4.107996304315302716e+00,-1.434330700035125972e+00
-4.174288354407874380e+00,-1.424301589116044431e+00
-4.175136101122316035e+00,-1.391569163678261445e+00
-4.174337895320238800e+00,-1.358443672837788441e+00
-4.174918204857906545e+00,-1.325920052785649395e+00
-4.175367345831714871e+00,-1.293493950476584775e+00
-4.175692465660760355e+00,-1.261166386396643802e+00
-4.174473525543065833e+00,-1.228518186585332739e+00
-4.175998893788797517e+00,-1.196809941461283167e+00
-4.175994606723948621e+00,-1.164782224614734352e+00
-4.175895563904094665e+00,-1.132855491498903078e+00
-4.175709931246963436e+00,-1.101030109880689389e+00
-4.175444967193853607e+00,-1.069306006310214219e+00
-4.176400883663160535e+00,-1.038004278173659145e+00
-4.219058942325906614e+00,-1.016850076657698887e+00
-4.344316920227160317e+00,-1.014451423441782518e+00
-4.416506767405220302e+00,-9.982893101168758276e-01
-4.417128691883455360e+00,-9.655117574000399161e-01
-4.416431333945743276e+00,-9.325484147902386445e-01
-4.416899060844914793e+00,-8.999310547988436104e-01
-4.417286580171968069e+00,-8.673855642089298712e-01
-4.417597490432127572e+00,-8.349107391518715282e-01
-4.417840058516492974e+00,-8.025061457760942485e-01
-4.416958560216945884e+00,-7.699856549765951019e-01
-4.417116166630712826e+00,-7.377316355867812314e-01
-4.418213975298458607e+00,-7.057019751786831607e-01
-4.418242643910330614e+00,-6.735663283061499307e-01
-4.418234732726989300e+00,-6.414944706159582122e-01
-4.418195588709521004e+00,-6.094844862185534451e-01
-4.418133837400898933e+00,-5.775347574720215427e-01
-4.418055243437546409e+00,-5.456430879397776712e-01
-4.418720052466022175e+00,-5.138948837611957421e-01
-4.418585236291470153e+00,-4.821023982274909581e-01
-4.418452924140674476e+00,-4.503613106887503492e-01
-4.418953930212496495e+00,-4.187280301376780089e-01
-4.418801569079563230e+00,-3.870729503845307673e-01
-4.419205441261264689e+00,-3.555041384678261362e-01
-4.419055765776423783e+00,-3.239250663964232668e-01
-4.419382847199407216e+00,-2.924125242506762645e-01
-4.419261111529762864e+00,-2.608984422734170749e-01
-4.419530485995947444e+00,-2.294328058979383800e-01
-4.419755964063217135e+00,-1.979845705626726293e-01
-4.419693882662449447e+00,-1.665422999349782940e-01
-4.419891479059051775e+00,-1.351256730176480791e-01
-4.420057915389096870e+00,-1.037191477356018549e-01
-4.420197653536807714e+00,-7.232028761502312664e-02
-4.420313679630277548e+00,-4.092651910557047051e-02
-4.179881384974993175e+00,-9.016348322012481334e-03
-4.180009293383367464e+00,2.066744623125081268e-02
-4.180129034930305743e+00,5.035504376539172433e-02
-4.180242913139458949e+00,8.004930965421802602e-02
-4.180355562687173787e+00,1.097532382637833037e-01
-4.180470609691665729e+00,1.394699255916085623e-01
-4.180591623477992513e+00,1.692025732560033802e-01
-4.421312686036577233e+00,2.104038432767462996e-01
-4.421464433781467918e+00,2.418918959394657231e-01
-4.421635518717124569e+00,2.734077769855728923e-01
-4.421828282107209240e+00,3.049552744790199332e-01
-4.422047374350619897e+00,3.365384315604916798e-01
-4.421584581017633298e+00,3.681020915380674996e-01
-4.421801558783025499e+00,3.997579735680473756e-01
-4.422055637259553862e+00,4.314612327930250624e-01
-4.422350694243806224e+00,4.632163600937169723e-01
-4.422689103182874781e+00,4.950278104168283066e-01
-4.422046158736659294e+00,5.267777788546904594e-01
-4.422413679228176520e+00,5.587000281437412008e-01
-4.422835137353275492e+00,5.906920358664338178e-01
-4.423314935874542719e+00,6.227589918006963821e-01
-4.422558800219362318e+00,6.547139886163415579e-01
-4.423089392260806108e+00,6.869253288377384914e-01
-4.423687420108827872e+00,7.192263074390270461e-01
-4.422854461886760902e+00,7.513673653040314759e-01
-4.423519478530011817e+00,7.838396620522738445e-01
-4.424259743962318581e+00,8.164171293837133581e-01
-2.378380370740995620e+00,4.563752446146995267e-01
-2.378823484962560020e+00,4.739994217191622616e-01
-2.378316040720447333e+00,4.914834148840844796e-01
-4.424155961509483426e+00,9.470680822938076782e-01
-4.425155145948450830e+00,9.801973676151429782e-01
-4.424173712312061468e+00,1.012991760327580204e+00
-4.425275601176156037e+00,1.046371621826717169e+00
-4.424255023982185620e+00,1.079361643147539018e+00
-4.425465544220347880e+00,1.113012779142829256e+00
-4.424411911790717689e+00,1.146214993680575223e+00
-4.396583491150098943e+00,1.172384893374382786e+00
-4.291802286092668339e+00,1.177151559617945153e+00
-4.185247794007752375e+00,1.179945774356948140e+00
-4.184194384186109339e+00,1.211789050417001024e+00
-4.185681996355668844e+00,1.244504093676677803e+00
-4.184605385708023206e+00,1.276596488158454390e+00
-4.186214418539560889e+00,1.309653114728339229e+00
-4.425956999310617590e+00,1.419240464194385654e+00
-4.424748895185389941e+00,1.453585571591824444e+00
-4.426605261409425118e+00,1.489104989079903296e+00
-4.425373979783555178e+00,1.523757801672585233e+00
-4.427366012428516129e+00,1.559698494008827430e+00
-4.426111534416002691e+00,1.594678150124633653e+00
-4.428240475045416957e+00,1.631065623461403158e+00
-4.426961973526714722e+00,1.666391646298151619e+00
-4.425636860623992419e+00,1.701870906753695234e+00
-4.427924790061866567e+00,1.738944526550135539e+00
-4.426572397241195667e+00,1.774798544046909177e+00
-4.428996284028841046e+00,1.812383341565869888e+00
-4.427614607225569543e+00,1.848632833458232039e+00
-4.426182586277937148e+00,1.885056804267605468e+00
-4.428758779033777238e+00,1.923422145716216392e+00
-4.427291573422493798e+00,1.960271280557942752e+00
-4.429996487840555552e+00,1.999214811591468077e+00
-4.428489901209613500e+00,2.036510577709897074e+00
-4.426926815535280113e+00,2.074002800806479030e+00
-4.429767114610347889e+00,2.113824293171138624e+00
-4.428156369013429128e+00,2.151794154596186726e+00
-4.431113284225016713e+00,2.192263844746544343e+00
-4.429446243796000715e+00,2.230732367205564337e+00
-4.427714026252805191e+00,2.269419868239674898e+00
-4.430781747665842651e+00,2.310868742871273529e+00
-4.394301439306818047e+00,2.331684727218302555e+00
-4.310542379831036719e+00,2.326619340111414580e+00
-4.245350449931176051e+00,2.330513311449506464e+00
-4.187345724738021246e+00,2.337520360752874282e+00
